id,text,label,category,timestamp
978,"The elevator is making a weird screeching noise.",Negative,Facility,2024-01-25T09:55:10Z
979,"Calibrated the torque wrench. It's accurate now.",Neutral,Maintenance,2024-01-25T11:30:25Z
980,"The approval process for new tools takes too long.",Negative,Workflow,2024-01-25T13:05:40Z
981,"Thanks for the new monitors! The extra screen space is very helpful.",Positive,Equipment,2024-01-25T14:40:55Z
982,"The bathroom door doesn't lock properly. Privacy issue.",Negative,Facility,2024-01-26T08:15:10Z
983,"Updated the firmware on the network switch.",Neutral,IT Support,2024-01-26T09:50:25Z
984,"The mandatory training session was boring and irrelevant.",Negative,Training,2024-01-26T11:25:40Z
985,"Great job on organizing the team building event. It was fun.",Positive,Culture,2024-01-26T13:00:55Z
986,"The walkway to the parking lot is icy. Needs salt.",Negative,Safety,2024-01-26T14:35:10Z
987,"Replaced the worn out casters on the tool cart.",Neutral,Maintenance,2024-01-29T08:10:25Z
988,"The internet speed is crawling today. Can't get any work done.",Negative,IT Infrastructure,2024-01-29T09:45:40Z
989,"The new project lead is very supportive and knowledgeable.",Positive,Management,2024-01-29T11:20:55Z
990,"We are out of coffee filters. Crisis!",Negative,Supplies,2024-01-29T12:55:10Z
991,"Checked the emergency stop buttons on all machines. All functional.",Neutral,Safety,2024-01-29T14:30:25Z
992,"The printer is jamming constantly. Needs service.",Negative,Equipment,2024-01-30T08:25:40Z
993,"Successfully recovered the deleted files for the marketing team.",Positive,IT Support,2024-01-30T10:00:55Z
994,"The temperature in the server room is rising. AC might be failing.",Negative,Environment,2024-01-30T11:35:10Z
995,"New safety gloves are much better fitting and durable.",Positive,Supplies,2024-01-30T13:10:25Z
996,"The handle on the microwave is broken.",Negative,Facility,2024-01-30T14:45:40Z
997,"Lubricated the door hinges throughout the building.",Neutral,Maintenance,2024-01-31T08:20:55Z
998,"The new expense system is too complicated. I gave up.",Negative,Software,2024-01-31T09:55:10Z
999,"Great feedback from the client on the quick repair.",Positive,Customer Service,2024-01-31T11:30:25Z
1000,"The lighting in the stairwell is out. It's pitch black.",Negative,Safety,2024-01-31T13:05:40Z
1001,"Inventory check complete for the plastic components.",Neutral,Workflow,2024-01-31T14:40:55Z
1002,"The new drill bits break too easily. Cheap quality.",Negative,Equipment,2024-02-01T08:15:10Z
1003,"Appreciate the shoutout in the company meeting. Feels good to be recognized.",Positive,Culture,2024-02-01T09:50:25Z
1004,"The water fountain filter needs changing. The red light is on.",Negative,Facility,2024-02-01T11:25:40Z
1005,"Updated the antivirus definitions on all servers.",Neutral,IT Support,2024-02-01T13:00:55Z
1006,"The noise from the printer is distracting. Can we move it?",Negative,Environment,2024-02-01T14:35:10Z
1007,"The new standing desk mat is very comfortable.",Positive,Equipment,2024-02-02T08:10:25Z
1008,"The software keeps logging me out. Session timeout is too short.",Negative,Software,2024-02-02T09:45:40Z
1009,"Refilled the soap dispensers in the restrooms.",Neutral,Supplies,2024-02-02T11:20:55Z
1010,"The heating is not working in the conference room. It's freezing.",Negative,Facility,2024-02-02T12:55:10Z
1011,"Successfully installed the new graphics card in the design PC.",Positive,IT Support,2024-02-02T14:30:25Z
1012,"The company car is low on windshield washer fluid.",Negative,Maintenance,2024-02-05T08:25:40Z
1013,"Reorganized the server rack cables. Looks much neater.",Neutral,Organization,2024-02-05T10:00:55Z
1014,"The new safety video is cheesy but gets the point across.",Neutral,Training,2024-02-05T11:35:10Z
1015,"The vending machine is out of snacks again.",Negative,Facility,2024-02-05T13:10:25Z
1016,"Great job on the new website launch. It looks professional.",Positive,Marketing,2024-02-05T14:45:40Z
1017,"The door closer on the front door is leaking oil.",Negative,Facility,2024-02-06T08:20:55Z
1018,"Calibrated the multimeter. Readings are accurate.",Neutral,Maintenance,2024-02-06T09:55:10Z
1019,"The new project management software is slow to load.",Negative,Software,2024-02-06T11:30:25Z
1020,"I like the new casual dress code policy. Much more comfortable.",Positive,HR Policy,2024-02-06T13:05:40Z
1021,"The floor tiles in the lobby are cracked. Tripping hazard.",Negative,Safety,2024-02-06T14:40:55Z
1022,"Replaced the light tubes in the warehouse ceiling.",Neutral,Maintenance,2024-02-07T08:15:10Z
1023,"The internet connection dropped during a client call. Embarrassing.",Negative,IT Infrastructure,2024-02-07T09:50:25Z
1024,"The new coffee blend is delicious. Good choice.",Positive,Facility,2024-02-07T11:25:40Z
1025,"We are out of staples. Can't staple the reports.",Negative,Supplies,2024-02-07T13:00:55Z
1026,"Checked the pressure in the fire sprinkler system. Normal.",Neutral,Safety,2024-02-07T14:35:10Z
1027,"The new office chairs are not ergonomic. My back hurts.",Negative,Equipment,2024-02-08T08:10:25Z
1028,"Successfully configured the new firewall rules.",Positive,IT Support,2024-02-08T09:45:40Z
1029,"The temperature in the office varies too much. Hot then cold.",Negative,Environment,2024-02-08T11:20:55Z
1030,"The training on the new equipment was very helpful.",Positive,Training,2024-02-08T12:55:10Z
1031,"The sink in the men's room is draining slowly.",Negative,Facility,2024-02-08T14:30:25Z
1032,"Inventory check complete for the aluminum sheets.",Neutral,Workflow,2024-02-09T08:25:40Z
1033,"The new scanner is difficult to use. Buttons are small.",Negative,Equipment,2024-02-09T10:00:55Z
1034,"Great teamwork on the urgent repair job yesterday.",Positive,Team,2024-02-09T11:35:10Z
1035,"The water cooler is making a humming noise.",Negative,Facility,2024-02-09T13:10:25Z
1036,"Updated the OS on the receptionist's computer.",Neutral,IT Support,2024-02-09T14:45:40Z
1037,"The parking lot gate is stuck open. Security risk.",Negative,Security,2024-02-12T08:20:55Z
1038,"The new project timeline is unrealistic. We need more time.",Negative,Management,2024-02-12T09:55:10Z
1039,"I appreciate the transparency from leadership regarding the changes.",Positive,Culture,2024-02-12T11:30:25Z
1040,"We are out of Post-it notes. Need to restock.",Negative,Supplies,2024-02-12T13:05:40Z
1041,"Lubricated the fan bearings in the HVAC unit.",Neutral,Maintenance,2024-02-12T14:40:55Z
1042,"The new software update is causing system crashes.",Negative,Software,2024-02-13T08:15:10Z
1043,"Successfully restored the backup after the server failure.",Positive,IT Support,2024-02-13T09:50:25Z
1044,"The lighting in the conference room is too bright. Causes glare.",Negative,Facility,2024-02-13T11:25:40Z
1045,"Organized the tool shed. Everything is in its place.",Neutral,Organization,2024-02-13T13:00:55Z
1046,"The new safety shoes are very comfortable.",Positive,Supplies,2024-02-13T14:35:10Z
1047,"The door to the breakroom squeaks loudly.",Negative,Facility,2024-02-14T08:10:25Z
1048,"Refilled the first aid kit. Ready for emergencies.",Neutral,Safety,2024-02-14T09:45:40Z
1049,"The internet is slow again. Productivity is suffering.",Negative,IT Infrastructure,2024-02-14T11:20:55Z
1050,"Great job on the new product design. Customers will love it.",Positive,Product,2024-02-14T12:55:10Z
1051,"The water pressure in the kitchen is low.",Negative,Facility,2024-02-14T14:30:25Z
1052,"Replaced the battery in the smoke detector.",Neutral,Maintenance,2024-02-15T08:25:40Z
1053,"The new ticketing system is easy to use. Good upgrade.",Positive,Software,2024-02-15T10:00:55Z
1054,"We are out of trash bags. Bins are overflowing.",Negative,Supplies,2024-02-15T11:35:10Z
1055,"Checked the calibration on the oscilloscope. It's fine.",Neutral,Maintenance,2024-02-15T13:10:25Z
1056,"The noise from the road work is very loud.",Negative,Environment,2024-02-15T14:45:40Z
1057,"The new laptop is very fast. Compiling code takes half the time.",Positive,Equipment,2024-02-16T08:20:55Z
1058,"The elevator buttons are sticky. Someone spilled coffee.",Negative,Facility,2024-02-16T09:55:10Z
1059,"Updated the virus definitions on the server.",Neutral,IT Support,2024-02-16T11:30:25Z
1060,"The mandatory meeting could have been an email.",Negative,Management,2024-02-16T13:05:40Z
1061,"Thanks for the free lunch! Pizza was good.",Positive,Culture,2024-02-16T14:40:55Z
1062,"The carpet in the office is stained. Needs cleaning.",Negative,Facility,2024-02-19T08:15:10Z
1063,"Inventory check complete for the brass fittings.",Neutral,Workflow,2024-02-19T09:50:25Z
1064,"The new software features are confusing. Need training.",Negative,Software,2024-02-19T11:25:40Z
1065,"The new ergonomic keyboard is great. Wrist pain is gone.",Positive,Equipment,2024-02-19T13:00:55Z
1066,"The handle on the fridge is broken.",Negative,Facility,2024-02-19T14:35:10Z
1067,"Replaced the filter in the water fountain.",Neutral,Maintenance,2024-02-20T08:10:25Z
1068,"The internet connection is stable today. Finally.",Positive,IT Infrastructure,2024-02-20T09:45:40Z
1069,"The new project manager is very organized.",Positive,Management,2024-02-20T11:20:55Z
1070,"We are out of paper clips. Simple things matter.",Negative,Supplies,2024-02-20T12:55:10Z
1071,"Checked the fire extinguishers. All good.",Neutral,Safety,2024-02-20T14:30:25Z
1072,"The printer is printing streaks. Toner might be low.",Negative,Equipment,2024-02-21T08:25:40Z
1073,"Successfully deployed the new application version.",Positive,IT Support,2024-02-21T10:00:55Z
1074,"The temperature in the meeting room is too cold.",Negative,Facility,2024-02-21T11:35:10Z
1075,"The new safety goggles are comfortable.",Positive,Supplies,2024-02-21T13:10:25Z
1076,"The door to the server room is hard to open.",Negative,Facility,2024-02-21T14:45:40Z
1077,"Lubricated the hinges on the front gate.",Neutral,Maintenance,2024-02-22T08:20:55Z
1078,"The software is crashing when I try to export data.",Negative,Software,2024-02-22T09:55:10Z
1079,"Great job on the client presentation.",Positive,Team,2024-02-22T11:30:25Z
1080,"The water cooler is empty again.",Negative,Supplies,2024-02-22T13:05:40Z
1081,"Updated the inventory list for the spare parts.",Neutral,Workflow,2024-02-22T14:40:55Z
1082,"The new monitor stand is wobbly.",Negative,Equipment,2024-02-23T08:15:10Z
1083,"Successfully fixed the bug in the reporting module.",Positive,IT Support,2024-02-23T09:50:25Z
1084,"The lighting in the hallway is too dim.",Negative,Facility,2024-02-23T11:25:40Z
1085,"The new training materials are very clear.",Positive,Training,2024-02-23T13:00:55Z
1086,"The sink in the bathroom is leaking.",Negative,Facility,2024-02-23T14:35:10Z
1087,"Replaced the battery in the wireless mouse.",Neutral,Maintenance,2024-02-26T08:10:25Z
1088,"The internet is down. Can't work.",Negative,IT Infrastructure,2024-02-26T09:45:40Z
1089,"The new team lead is very helpful.",Positive,Management,2024-02-26T11:20:55Z
1090,"We are out of pens. Everyone is stealing them.",Negative,Supplies,2024-02-26T12:55:10Z
1091,"Checked the emergency lights. Functional.",Neutral,Safety,2024-02-26T14:30:25Z
1092,"The printer is out of paper. Again.",Negative,Equipment,2024-02-27T08:25:40Z
1093,"Successfully migrated the email server.",Positive,IT Support,2024-02-27T10:00:55Z
1094,"The temperature in the office is perfect today.",Positive,Environment,2024-02-27T11:35:10Z
1095,"The new safety vest is too big.",Negative,Supplies,2024-02-27T13:10:25Z
1096,"The door to the storage room is jammed.",Negative,Facility,2024-02-27T14:45:40Z
1097,"Lubricated the conveyor belt rollers.",Neutral,Maintenance,2024-02-28T08:20:55Z
1098,"The software is very slow today.",Negative,Software,2024-02-28T09:55:10Z
1099,"Great job on the quarterly review.",Positive,Management,2024-02-28T11:30:25Z
1100,"The water fountain is not cooling the water.",Negative,Facility,2024-02-28T13:05:40Z
1101,"Updated the asset tracking system.",Neutral,Workflow,2024-02-28T14:40:55Z
1102,"The new headset is uncomfortable.",Negative,Equipment,2024-02-29T08:15:10Z
1103,"Successfully recovered the lost data.",Positive,IT Support,2024-02-29T09:50:25Z
1104,"The lighting in the parking lot is improved.",Positive,Safety,2024-02-29T11:25:40Z
1105,"We are out of scotch tape.",Negative,Supplies,2024-02-29T13:00:55Z
1106,"Checked the smoke detectors. All working.",Neutral,Safety,2024-02-29T14:35:10Z
1107,"The printer is making a loud noise.",Negative,Equipment,2024-03-01T08:10:25Z
1108,"The internet speed is fast today.",Positive,IT Infrastructure,2024-03-01T09:45:40Z
1109,"The new coffee machine is broken.",Negative,Facility,2024-03-01T11:20:55Z
1110,"The training session was very informative.",Positive,Training,2024-03-01T12:55:10Z
1111,"The sink in the kitchen is overflowing.",Negative,Facility,2024-03-01T14:30:25Z
1112,"Replaced the fuse in the power strip.",Neutral,Maintenance,2024-03-04T08:25:40Z
1113,"The software update was successful.",Positive,IT Support,2024-03-04T10:00:55Z
1114,"The temperature in the lab is too cold.",Negative,Environment,2024-03-04T11:35:10Z
1115,"The new safety gloves are durable.",Positive,Supplies,2024-03-04T13:10:25Z
1116,"The door to the office is squeaking.",Negative,Facility,2024-03-04T14:45:40Z
1117,"Lubricated the chain on the gate.",Neutral,Maintenance,2024-03-05T08:20:55Z
1118,"The software is freezing constantly.",Negative,Software,2024-03-05T09:55:10Z
1119,"Great job on the new project proposal.",Positive,Management,2024-03-05T11:30:25Z
1120,"The water cooler is leaking.",Negative,Facility,2024-03-05T13:05:40Z
1121,"Updated the inventory records.",Neutral,Workflow,2024-03-05T14:40:55Z
1122,"The new chair is very comfortable.",Positive,Equipment,2024-03-06T08:15:10Z
1123,"The internet is down again.",Negative,IT Infrastructure,2024-03-06T09:50:25Z
1124,"The lighting in the office is too dim.",Negative,Facility,2024-03-06T11:25:40Z
1125,"The training was well organized.",Positive,Training,2024-03-06T13:00:55Z
1126,"The sink in the restroom is clogged.",Negative,Facility,2024-03-06T14:35:10Z
1127,"Replaced the battery in the clock.",Neutral,Maintenance,2024-03-07T08:10:25Z
1128,"The software is working perfectly now.",Positive,IT Support,2024-03-07T09:45:40Z
1129,"The temperature in the conference room is high.",Negative,Environment,2024-03-07T11:20:55Z
1130,"We are out of sticky notes.",Negative,Supplies,2024-03-07T12:55:10Z
1131,"Checked the fire alarm system.",Neutral,Safety,2024-03-07T14:30:25Z
1132,"The printer is out of toner.",Negative,Equipment,2024-03-08T08:25:40Z
1133,"Successfully configured the router.",Positive,IT Support,2024-03-08T10:00:55Z
1134,"The new desk is very sturdy.",Positive,Facility,2024-03-08T11:35:10Z
1135,"The water fountain filter needs replacing.",Negative,Facility,2024-03-08T13:10:25Z
1136,"Updated the safety manual.",Neutral,Documentation,2024-03-08T14:45:40Z
1137,"The door handle is broken.",Negative,Facility,2024-03-11T08:20:55Z
1138,"The software is lagging.",Negative,Software,2024-03-11T09:55:10Z
1139,"Great team effort on the project.",Positive,Team,2024-03-11T11:30:25Z
1140,"The coffee machine is empty.",Negative,Facility,2024-03-11T13:05:40Z
1141,"Lubricated the hinges.",Neutral,Maintenance,2024-03-11T14:40:55Z
1142,"The new monitor is clear.",Positive,Equipment,2024-03-12T08:15:10Z
1143,"The internet is slow.",Negative,IT Infrastructure,2024-03-12T09:50:25Z
1144,"The lighting is flickering.",Negative,Facility,2024-03-12T11:25:40Z
1145,"The training was helpful.",Positive,Training,2024-03-12T13:00:55Z
1146,"The sink is leaking.",Negative,Facility,2024-03-12T14:35:10Z
1147,"Replaced the light bulb.",Neutral,Maintenance,2024-03-13T08:10:25Z
1148,"The software is great.",Positive,Software,2024-03-13T09:45:40Z
1149,"The temperature is low.",Negative,Environment,2024-03-13T11:20:55Z
1150,"We are out of pens.",Negative,Supplies,2024-03-13T12:55:10Z
1151,"Checked the alarms.",Neutral,Safety,2024-03-13T14:30:25Z
1152,"The printer is jammed.",Negative,Equipment,2024-03-14T08:25:40Z
1153,"Fixed the network issue.",Positive,IT Support,2024-03-14T10:00:55Z
1154,"The desk is wobbly.",Negative,Facility,2024-03-14T11:35:10Z
1155,"The water is warm.",Negative,Facility,2024-03-14T13:10:25Z
1156,"Updated the log.",Neutral,Workflow,2024-03-14T14:45:40Z
1157,"Replaced the faulty PSU and rerouted the cabling; server booted normally afterward with no further power drops observed during a 2‑hour burn-in test.","positive","hardware_repair","2025-11-29T08:12:03Z"
1158,"User reported slow logins but I couldn’t reproduce the issue. Checked AD, GPOs, and network latency; all within normal range. Might be intermittent, will need monitoring tools to confirm.","neutral","diagnostics","2025-11-29T08:25:41Z"
1159,"Patch deployment went smoothly on all 14 machines except one laptop that kept timing out. After a manual install and reboot, the patch applied successfully.","positive","software_update","2025-11-29T08:47:19Z"
1160,"Ticket lacked essential details (no hostname, no screenshots, no error codes). Had to call the user twice to understand the problem, which delayed the resolution.","negative","process","2025-11-29T09:02:11Z"
1161,"Cleaned a large amount of dust from the desktop and reseated the RAM. The random restarts stopped immediately. System passed extended memory diagnostics.","positive","hardware_maintenance","2025-11-29T09:16:58Z"
1162,"VPN client keeps disconnecting every 10–15 minutes, but only for users on the 3rd floor Wi‑Fi. Strongly suspect an access point or DHCP lease issue rather than endpoint configuration.","neutral","network","2025-11-29T09:33:30Z"
1163,"User insisted their monitor was broken, but it was just set to HDMI2 with nothing connected. Switched it back to DisplayPort and everything worked fine.","positive","user_support","2025-11-29T09:45:22Z"
1164,"Replaced a swollen laptop battery. Old battery was at 23% health and causing sudden shutdowns. New battery passed calibration and holds charge properly.","positive","hardware_repair","2025-11-29T10:01:44Z"
1165,"Could not complete the OS re-image because the network boot environment was down. PXE server not responding; had to postpone and log this as a dependency.","negative","infrastructure","2025-11-29T10:17:09Z"
1166,"Configured the new label printer with the correct driver and template. Test prints aligned perfectly and the warehouse staff confirmed it’s working as expected.","positive","peripheral_setup","2025-11-29T10:29:37Z"
1167,"User’s profile was corrupted after a forced shutdown. Created a new profile and migrated data; login time dropped from 7 minutes to under 40 seconds.","positive","os_configuration","2025-11-29T10:42:55Z"
1168,"The replacement SSD arrived without the mounting bracket, so I couldn’t fully install it in the rack server. Temporarily secured it but we need the proper caddy ASAP.","negative","inventory","2025-11-29T10:58:14Z"
1169,"Network drops reported in conference room B were due to a damaged patch cable under the floor box. Replaced cable and the connection stabilized immediately.","positive","network","2025-11-29T11:13:02Z"
1170,"Spent over an hour tracking down a license key issue that could have been avoided if procurement had updated the asset record. Documentation is still lagging behind reality.","negative","process","2025-11-29T11:26:19Z"
1171,"Upgraded BIOS and firmware on 6 laptops without any complications. Verified BitLocker status before and after; no recovery prompts were triggered.","positive","firmware_update","2025-11-29T11:38:40Z"
1172,"Could not replicate the reported printing issue. Printer logs show no errors, and test pages from multiple users printed fine. Asked user to reopen with a screenshot if it happens again.","neutral","peripheral_support","2025-11-29T11:52:28Z"
1173,"User appreciated that I walked them through the new MFA app instead of just sending a link. Enrollment completed successfully on both phone and tablet.","positive","user_training","2025-11-29T12:07:51Z"
1174,"Found that the root cause of the recurring account lockouts was a password saved on an old iPad. Removed the profile and the lockouts stopped.","positive","identity_access","2025-11-29T12:23:10Z"
1175,"Ticket was misrouted to desktop support even though it clearly involved a database permission issue. Had to reassign it to the DB team after basic checks.","negative","routing","2025-11-29T12:39:45Z"
1176,"Installed the requested software but the user didn’t have the necessary license tier to access the advanced features they wanted. Advised them to contact their manager for approval.","neutral","software_installation","2025-11-29T12:55:06Z"
1177,"Replaced the broken keyboard on the warehouse PC. Several keys were physically missing. New keyboard tested OK and user signed off the job.","positive","hardware_repair","2025-11-29T13:09:32Z"
1178,"Wi‑Fi coverage in the far corner of the office is still weak even after repositioning the AP. We likely need an additional access point installed there.","negative","network","2025-11-29T13:24:20Z"
1179,"Removed multiple adware programs and browser extensions from the user’s PC. After cleanup, CPU usage dropped from 90% idle to around 10%.","positive","malware_cleanup","2025-11-29T13:40:57Z"
1180,"Couldn’t complete the onsite visit because security hadn’t been informed. Spent 30 minutes at reception waiting for clearance. This should be coordinated better.","negative","coordination","2025-11-29T13:55:46Z"
1181,"Helped the finance team with a shared mailbox issue. Recreated the Outlook profile and reattached the mailbox; all historical emails re-synced correctly.","positive","email_support","2025-11-29T14:09:08Z"
1182,"User’s webcam problem was due to privacy shutter being closed, not a driver issue. Showed them how to check it next time to avoid unnecessary tickets.","positive","user_education","2025-11-29T14:21:39Z"
1183,"Server room temperature sensor kept sending false alerts because the probe was touching the exhaust of a backup UPS. Moved it to a neutral area and alerts stopped.","positive","environmental","2025-11-29T14:33:54Z"
1184,"Imaging station froze twice during deployment. Logs suggest a storage performance issue on the deployment server, not with the client device.","neutral","infrastructure","2025-11-29T14:48:12Z"
1185,"User was frustrated because their ticket had been open for 5 days with no update. The delay was caused by pending vendor confirmation that no one followed up on.","negative","sla","2025-11-29T15:01:25Z"
1186,"Repaired a frayed power cable on a monitor and labeled it for replacement. It’s safe for now, but this should be swapped out within the week.","neutral","hardware_maintenance","2025-11-29T15:15:47Z"
1187,"Configured a static IP for the network printer as requested by IT management. Updated DNS records and verified printing from three different VLANs.","positive","network","2025-11-29T15:30:02Z"
1188,"Couldn’t join the new laptop to the domain because we hit the machine account quota for that OU. Notified the AD team to clean up stale objects.","neutral","identity_access","2025-11-29T15:44:59Z"
1189,"Helped a remote user with a failing USB‑C dock. Firmware update fixed the intermittent display issues without needing a replacement dock.","positive","remote_support","2025-11-29T15:58:21Z"
1190,"The floor map in the ticket system is outdated, which made it hard to locate the user’s desk. Had to call them again for directions.","negative","documentation","2025-11-29T16:13:43Z"
1191,"Ran full SMART diagnostics on the user’s HDD and found multiple reallocated sectors. Backed up the data and requested a drive replacement.","neutral","hardware_diagnostics","2025-11-29T16:28:37Z"
1192,"The new barcode scanner integrated with the inventory system without any special drivers. Just had to configure the prefix and suffix for the fields.","positive","peripheral_setup","2025-11-29T16:42:15Z"
1193,"User claimed they lost access to their shared drive, but permissions had not changed. Their drive letter mapping was overwritten by a USB device. Remapped successfully.","positive","file_services","2025-11-29T16:57:09Z"
1194,"Tried to assist with a third‑party app issue, but it’s completely unsupported and undocumented. Had to direct the user back to the vendor.","negative","third_party","2025-11-29T17:12:40Z"
1195,"Restored a deleted folder from last night’s backup within 10 minutes. User was relieved because it contained a month of project work.","positive","backup_restore","2025-11-29T17:25:33Z"
1196,"Could not upgrade the OS because the laptop is still running a legacy line‑of‑business app that doesn’t support newer versions. Documented the dependency.","neutral","compatibility","2025-11-29T17:39:58Z"
1197,"Discovered that several network jacks in the new office wing are mislabeled. This is already causing confusion and longer troubleshooting times.","negative","infrastructure","2025-11-29T17:53:20Z"
1198,"Calibrated the color settings on the design team’s monitors. They noticed an improvement immediately and were satisfied with the result.","positive","specialist_support","2025-11-29T18:08:47Z"
1199,"User couldn’t open shared calendar because it exceeded Outlook’s old size limits. Cleaned up old entries and re-synced; performance improved.","positive","email_support","2025-11-29T18:23:05Z"
1200,"The ticket description said ‘Internet down’ but it turned out to be just the user’s browser set to offline mode. Switched it back and confirmed access.","positive","user_support","2025-11-29T18:36:30Z"
1201,"Could not fully diagnose the intermittent blue screens because the user kept postponing reboots. We still don’t have recent dump files to analyze.","negative","user_compliance","2025-11-29T18:49:55Z"
1202,"Rolled out the new printer driver via GPO. So far, no error reports, and print queues look stable.","positive","software_update","2025-11-29T19:05:12Z"
1203,"User’s headset issue was due to the mute switch on the cable. Showed them how to check both software and hardware mute in the future.","positive","user_training","2025-11-29T19:18:39Z"
1204,"The phone system outage was outside of our control (carrier issue), but users still blamed IT because communication about the incident was slow.","negative","communication","2025-11-29T19:32:27Z"
1205,"Replaced a damaged RJ45 connector on a patch cable. Connection speed went from 100 Mbps back to 1 Gbps and packet loss disappeared.","positive","network","2025-11-29T19:47:03Z"
1206,"Couldn’t install the requested utility because it conflicts with our endpoint protection policy. Suggested a supported alternative instead.","neutral","policy","2025-11-29T20:01:44Z"
1207,"Helped a remote user switch from PPTP VPN to the new IKEv2 profile. After that, their connection stopped dropping and speed improved.","positive","remote_support","2025-11-29T20:16:31Z"
1208,"Spent too long chasing a DNS issue only to find out the user had manually set a public DNS server on their laptop. Reset to automatic and problem solved.","negative","configuration","2025-11-29T20:31:12Z"
1209,"User praised how quickly we handled their laptop swap. Old device was collected and new one was fully configured within the same afternoon.","positive","hardware_replacement","2025-11-29T20:45:56Z"
1210,"The remote management tool was unavailable during my shift, which slowed down troubleshooting for several remote tickets.","negative","tooling","2025-11-29T21:02:47Z"
1211,"Configured BitLocker on three new laptops and stored the recovery keys in Azure AD. Verified they can be retrieved by support staff.","positive","security","2025-11-29T21:18:05Z"
1212,"Could not resolve the CRM login issue because the vendor’s authentication servers were down. Provided status page link to the user.","neutral","third_party","2025-11-29T21:34:18Z"
1213,"Set up the conference room PC with the new video conferencing app and ran a full test call. Audio and video quality were both good.","positive","meeting_room","2025-11-29T21:49:09Z"
1214,"User’s laptop fan was clogged with dust. After cleaning, the system became much quieter and CPU temps dropped by around 15°C under load.","positive","hardware_maintenance","2025-11-29T22:03:44Z"
1215,"We are still missing a standardized checklist for onboarding devices. Each tech does things slightly differently, which causes inconsistencies.","negative","process","2025-11-29T22:18:40Z"
1216,"The shared drive slowness was traced to a single user running large queries directly from the network share. Coordinated with their manager to change the workflow.","neutral","performance","2025-11-29T22:32:21Z"
1217,"Reinstalled the graphics driver on a CAD workstation. Crashes have stopped and the user confirmed they can work without interruptions.","positive","specialist_support","2025-11-29T22:47:58Z"
1218,"Couldn’t complete the memory upgrade because the desktop uses low-profile modules and only standard DIMMs were available in stock.","negative","inventory","2025-11-29T23:02:34Z"
1219,"Reset MFA for a traveling employee who got a new phone and had no backup codes. Verified their identity via manager and HR records before proceeding.","positive","security","2025-11-29T23:18:01Z"
1220,"Ticket contained multiple unrelated requests (hardware issue, software install, and access change). Had to split into three separate tickets manually.","negative","ticket_quality","2025-11-29T23:33:45Z"
1221,"Patched the switch firmware during the approved maintenance window with no unexpected impact. All ports came back online cleanly.","positive","network","2025-11-30T00:06:11Z"
1222,"User’s complaint about ‘laggy mouse’ was actually due to the laptop being connected to a 4K display using an old adapter. Replaced with a supported one and problem went away.","positive","peripheral_support","2025-11-30T00:19:39Z"
1223,"Unable to migrate the user’s PST file in one shot because it was over 40 GB. Scheduled staged migrations overnight to avoid downtime.","neutral","email_migration","2025-11-30T00:34:52Z"
1224,"Discovered that the label ‘Do not power off’ on a test server is outdated. This has been preventing timely maintenance.","negative","documentation","2025-11-30T00:47:30Z"
1225,"Ran a successful test of the new backup agent on one workstation. Logs show correct snapshots and restore points.","positive","backup","2025-11-30T01:02:16Z"
1226,"User didn’t realize their OneDrive files were set to online-only. Enabled ‘Always keep on this device’ for key folders to avoid confusion.","positive","user_training","2025-11-30T01:16:40Z"
1227,"Could not access the building’s patch panel area for re-cabling because facilities had locked it without leaving a key with IT.","negative","coordination","2025-11-30T01:30:59Z"
1228,"Installed the new time-tracking app on kiosk PCs and locked them down with a local policy. Staff tested and confirmed it meets their needs.","positive","software_deployment","2025-11-30T01:44:33Z"
1229,"User’s slow remote desktop session was due to them connecting over a weak home Wi‑Fi signal. Advised wired connection; after that performance improved significantly.","neutral","remote_support","2025-11-30T02:01:12Z"
1230,"Found and fixed a loose SFP module on the edge switch that was causing intermittent link drops to one office. Connection has been stable for 3 hours now.","positive","network","2025-11-30T02:16:05Z"
1231,"Our imaging documentation doesn’t mention what to do if the device is already encrypted. Had to improvise and then update my own notes.","negative","documentation","2025-11-30T02:31:27Z"
1232,"Replaced a cracked laptop screen onsite. User was back up and running within 25 minutes and was very appreciative of the quick turnaround.","positive","hardware_repair","2025-11-30T02:45:19Z"
1233,"Could not resolve the unusual application crash; logs are inconclusive. Escalated to the app vendor with full dumps attached.","neutral","third_party","2025-11-30T03:01:44Z"
1234,"Configured an additional mailbox for the team lead and set the correct send-as permissions. Test emails sent and received successfully.","positive","email_support","2025-11-30T03:15:58Z"
1235,"Ticket response SLA was technically met, but the user felt ignored because we only sent template updates at first. More personalized communication would help.","negative","communication","2025-11-30T03:30:41Z"
1236,"User accidentally deleted their local Outlook profile. Recreated it and re-synced. No data lost since everything was on Exchange Online.","positive","email_support","2025-11-30T03:45:33Z"
1237,"Couldn’t install printer drivers for a locked-down user because the UAC credentials provided were wrong. Had to wait 20 minutes for their manager to respond.","negative","access_control","2025-11-30T04:01:08Z"
1238,"Helped user understand how to use Teams instead of email for quick questions. They commented that chat is already saving them time.","positive","user_training","2025-11-30T04:16:27Z"
1239,"Server backup failed because the external drive was full. Cleared old retention points and reran backup successfully.","neutral","backup","2025-11-30T04:32:59Z"
1240,"The new batch of laptops arrived with outdated BIOS versions. This will add extra time to each deployment for mandatory updates.","negative","procurement","2025-11-30T04:48:21Z"
